15839|(HANK) MODENA CONCRETE PUMPING|39839|Vendor Number 39839|Contact: Henry Modena|Mr.|Henry|Modena|4870 La Honda Road|San Gregorio, CA  94074|4870 La Honda Road|San Gregorio, CA  94074|Phone: 650/726-6220|Fax: 650/726-0868|Email: modenacp@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 7/31/2021|Certification #CMD072115839|32 Meter, 40 Meter, and 42 Meter Boom Pumps amd 3/4 Rock Pump Trailer|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2021|GS138||10|N||Updated 9/11/2019
12025|GREG ROJA & ASSOCIATES INC|15873|Vendor Number 15873|Contact: Greg Roja|Mr.|Greg|Roja|477 Sutter Street, Suite 516|San Francisco, CA  94108|477 Sutter Street, Suite 516|San Francisco, CA  94108|Phone: 415/874-9409|Fax: 415/874-9409|Email: groja@graintl.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082012025|Architecture, Planning, Interior Design, Landscape & urban Design, Transportation & Traffic Engineering, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020|AE001||10|N||Updated 9/11/2019
1000318|Gregangelo & Velocity Arts & Entertainment|||Contact: Gregangelo Herrera|Mr.|Gregangelo|Herrera|225 San Leandro Way|San Francisco, CA  94127|225 San Leandro Way|San Francisco, CA  94127|Phone: 415-664-0095||Email: greg@gregangelo.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 5/31/2020|Certification #CMD05201000318||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2020|PS030||10|N||Updated 9/11/2019
1000235|Greko Trucking|||Contact: Spiros Grekousis|Mr.|Spiros|Grekousis|435 23rd Street|San Francisco, CA  94107|435 23rd Street|San Francisco, CA  94107|Phone: 650-455-3797||Email: spirosgrekousis@gmail.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 6/30/2021|Certification #CMD06211000235||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 6/30/2021|CN005||10|N||Updated 9/11/2019
14904|Grossmann Design Group|24278|Vendor Number 24278|Contact: John P. Grossmann|Mr.|John|Grossmann|77 Falmouth Street|San Francisco, CA  94107|77 Falmouth Street|San Francisco, CA  94107|Phone: 415/543-8618|Fax: 415/543-2798|Email: architect@gdgarchitects.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2021|Certification #CMD072114904|Specializing in the design of waterproofing assemblies.  The firm has focused on solving difficult, design problems (ie reconstruction of roof, deck, & exterior wall assemblies to eliminate water intrusion.)  Municipal, institutional, & multi-fam resident|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2021|AE019||10|N||Updated 9/11/2019
1000305|Ground Control Inc.|||Contact: Jae Shin|Mr.|Jae|Shin|2006 44th Avenue|San Francisco, CA  94116|2006 44th Avenue|San Francisco, CA  94116|Phone: 415-508-8589||Email: jae@groundci.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|C|Expiration Date: 4/30/2020|Certification #CMD04201000305||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020, CSLB License # 1046787|CN032||10|N|1046787|Updated 9/11/2019
17100|GROUND COVER LANDSCAPING|100611|Vendor Number 100611|Contact: Kasorn Piamsukon|Ms.|Kasorn|Piamsukon|1 Boutwell Street|San Francisco, CA  94124|1 Boutwell Street|San Francisco, CA  94124|Phone: 415-859-0481||Email: groundcoverlandscaping@yahoo.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2021|Certification #CMD112117100||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2021, CSLB License # 930933|CN028||10|N|930933|Updated 9/11/2019
17054|GROUNDSWELL RAINSCAPES|98358|Vendor Number 98358|Contact: Kathryn Sawyer|Ms.|Kathryn|Sawyer|424 Gold Mine Drive|San Francisco, CA  94131|424 Gold Mine Drive|San Francisco, CA  94131|Phone: 415-424-1120||Email: katsaw@pacbell.net|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2021|Certification #CMD072117054||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2021, CSLB License # 957129|CN028||10|N|957129|Updated 9/11/2019
16478|GUEVARA TRANSPORT|400634|Vendor Number 400634|Contact: Reynaldo Guevara|Mr.|Reynaldo|Guevara|6894 Ivegil Ct.|San Jose, CA  95119|6894 Ivegil Ct.|San Jose, CA  95119|Phone: 408/972-3489|Fax: 408/972-3489|Email: reyguevaraus@yahoo.com|N|Y|N|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2021|Certification #CMD052116478||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2021|CN005||10|N||Updated 9/11/2019
16524|GUILLERMO F LUZARDO, LLC DBA GFL Consulting|400739|Vendor Number 400739|Contact: Guillermo F Luzardo|Mr.|Guillermo|Luzardo|2655 Van Ness Avenue Office #2|San Francisco, CA  94109|22 Fifteenth Avenue|San Francisco, CA  94118|Phone: 415/203-9941|Fax: 415/666-3058|Email: gluzardo@gflconsulting.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2020|Certification #HRC021516524||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|PS058||10|N||Updated 9/11/2019
13532|GUTTMANN & BLAEVOET|43696|Vendor Number 43696|Contact: Steven Guttmann|Mr.|Steven|Guttmann|2351 Powell Street|San Francisco, CA  94133|2351 Powell Street|San Francisco, CA  94133|Phone: 415/655-4000||Email: restacio@gb-eng.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 10/31/2019|Certification #CMD101913532|Consulting Mechanical Engineering providing design of HVAC, plumbing and fire protection systems for commercial, public and institutional buildings|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2019|GS126||10|N||Updated 9/11/2019
17149|GUZMAN CONSTRUCTION GROUP|400755|Vendor Number 400755|Contact: Miguel Guzman|Mr.|Miguel|Guzman|1501 Mariposa Street, Suite #316|San Francisco, CA  94107|1501 Mariposa Street, Suite #316|San Francisco, CA  94107|Phone: 415-859-1345||Email: miguel@guzmangc.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2022|Certification #CMD032217149||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2022, CSLB License # 1010621|CN031||10|N|1010621|Updated 9/11/2019
16775|H & M FIRE PROTECTION INC|94178|Vendor Number 94178|Contact: Mike Hardcastle|Mr.|Mike|Hardcastle|50 Mendell Street, Suite 3|San Francisco, CA  94124|50 Mendell Street, Suite 3|San Francisco, CA  94124|Phone: 415/465-3565|Fax: 415/423-3422|Email: mike@hmfirepro.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111916775||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019, CSLB License # 955126|CN040||10|N|955126|Updated 9/11/2019
17062|H E BANKS & ASSOCIATES INC. DBA HIRAM BANKS LIGHTING DESIGN|400894|Vendor Number 400894|Contact: Hiram Banks|Mr.|Hiram|Banks|461 2nd Street, T659|San Francisco, CA  94107|461 2nd Street, T659|San Francisco, CA  94107|Phone: 415-618-0855|Fax: 415-618-0856|Email: colby@hirambanks.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 8/31/2021|Certification #CMD082117062||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2021|AE008||10|N||Updated 9/11/2019
17062|H E BANKS & ASSOCIATES INC. DBA HIRAM BANKS LIGHTING DESIGN|400894|Vendor Number 400894|Contact: Hiram Banks|Mr.|Hiram|Banks|461 2nd Street, T659|San Francisco, CA  94107|461 2nd Street, T659|San Francisco, CA  94107|Phone: 415-618-0855|Fax: 415-618-0856|Email: colby@hirambanks.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 8/31/2021|Certification #CMD082117062||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2021|AE014||10|N||Updated 9/11/2019
17062|H E BANKS & ASSOCIATES INC. DBA HIRAM BANKS LIGHTING DESIGN|400894|Vendor Number 400894|Contact: Hiram Banks|Mr.|Hiram|Banks|461 2nd Street, T659|San Francisco, CA  94107|461 2nd Street, T659|San Francisco, CA  94107|Phone: 415-618-0855|Fax: 415-618-0856|Email: colby@hirambanks.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 8/31/2021|Certification #CMD082117062||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2021|PS030||10|N||Updated 9/11/2019
17260|H&J Transport|401364|Vendor Number 401364|Contact: Kuldip Kaur|Ms.|Kuldip|Kaur|4036 Chiavari Way|Manteca, CA  95337|4036 Chiavari Way|Manteca, CA  95337|Phone: 510-709-5955|Fax: 209-253-1448|Email: kuldipkaur99@yahoo.com|N|Y|N|N|Y|N|N|N|N|Y|N|N|N|C|Expiration Date: 11/30/2019|Certification #CMD111917260||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|CN005||10|N||Updated 9/11/2019
16806|H2 CONSULTANTS INC|400952|Vendor Number 400952|Contact: Rafi Sarkis|Mr.|Rafi|Sarkis|459 Fulton Street, Suite 303|San Francisco, CA  94102|459 Fulton Street, Suite 303|San Francisco, CA  94102|Phone: 415/689-3900|Fax: 415/814-5196|Email: jcolton@h2consultants.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012116806||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021|AE001||10|N||Updated 9/11/2019
16806|H2 CONSULTANTS INC|400952|Vendor Number 400952|Contact: Rafi Sarkis|Mr.|Rafi|Sarkis|459 Fulton Street, Suite 303|San Francisco, CA  94102|459 Fulton Street, Suite 303|San Francisco, CA  94102|Phone: 415/689-3900|Fax: 415/814-5196|Email: jcolton@h2consultants.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012116806||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021|AE019||10|N||Updated 9/11/2019
16806|H2 CONSULTANTS INC|400952|Vendor Number 400952|Contact: Rafi Sarkis|Mr.|Rafi|Sarkis|459 Fulton Street, Suite 303|San Francisco, CA  94102|459 Fulton Street, Suite 303|San Francisco, CA  94102|Phone: 415/689-3900|Fax: 415/814-5196|Email: jcolton@h2consultants.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012116806||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021|GS027||10|N||Updated 9/11/2019
16806|H2 CONSULTANTS INC|400952|Vendor Number 400952|Contact: Rafi Sarkis|Mr.|Rafi|Sarkis|459 Fulton Street, Suite 303|San Francisco, CA  94102|459 Fulton Street, Suite 303|San Francisco, CA  94102|Phone: 415/689-3900|Fax: 415/814-5196|Email: jcolton@h2consultants.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012116806||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021|GS102||10|N||Updated 9/11/2019
16806|H2 CONSULTANTS INC|400952|Vendor Number 400952|Contact: Rafi Sarkis|Mr.|Rafi|Sarkis|459 Fulton Street, Suite 303|San Francisco, CA  94102|459 Fulton Street, Suite 303|San Francisco, CA  94102|Phone: 415/689-3900|Fax: 415/814-5196|Email: jcolton@h2consultants.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012116806||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021|GS109||10|N||Updated 9/11/2019
16806|H2 CONSULTANTS INC|400952|Vendor Number 400952|Contact: Rafi Sarkis|Mr.|Rafi|Sarkis|459 Fulton Street, Suite 303|San Francisco, CA  94102|459 Fulton Street, Suite 303|San Francisco, CA  94102|Phone: 415/689-3900|Fax: 415/814-5196|Email: jcolton@h2consultants.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012116806||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021|GS124||10|N||Updated 9/11/2019
16806|H2 CONSULTANTS INC|400952|Vendor Number 400952|Contact: Rafi Sarkis|Mr.|Rafi|Sarkis|459 Fulton Street, Suite 303|San Francisco, CA  94102|459 Fulton Street, Suite 303|San Francisco, CA  94102|Phone: 415/689-3900|Fax: 415/814-5196|Email: jcolton@h2consultants.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012116806||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021|GS129||10|N||Updated 9/11/2019
16802|HAAS ARCHITECTURE|96886|Vendor Number 96886|Contact: Christopher Haas|Mr.|Christopher|Haas|148 Townsend Street, 2nd Floor, Suite 01|San Francisco, CA  94107|1135 Kirkham Street|San Francisco, CA  94122|Phone: 415/279-4000||Email: haas@haas-architecture.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032016802||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|AE001||10|N||Updated 9/11/2019
16802|HAAS ARCHITECTURE|96886|Vendor Number 96886|Contact: Christopher Haas|Mr.|Christopher|Haas|148 Townsend Street, 2nd Floor, Suite 01|San Francisco, CA  94107|1135 Kirkham Street|San Francisco, CA  94122|Phone: 415/279-4000||Email: haas@haas-architecture.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032016802||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|AE019||10|N||Updated 9/11/2019
16802|HAAS ARCHITECTURE|96886|Vendor Number 96886|Contact: Christopher Haas|Mr.|Christopher|Haas|148 Townsend Street, 2nd Floor, Suite 01|San Francisco, CA  94107|1135 Kirkham Street|San Francisco, CA  94122|Phone: 415/279-4000||Email: haas@haas-architecture.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032016802||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|PS038||10|N||Updated 9/11/2019
16802|HAAS ARCHITECTURE|96886|Vendor Number 96886|Contact: Christopher Haas|Mr.|Christopher|Haas|148 Townsend Street, 2nd Floor, Suite 01|San Francisco, CA  94107|1135 Kirkham Street|San Francisco, CA  94122|Phone: 415/279-4000||Email: haas@haas-architecture.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032016802||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|GS033||10|N||Updated 9/11/2019
16877|HABITAT HORTICULTURE|401047|Vendor Number 401047|Contact: David Brenner|Mr.|David|Brenner|2262 Mason Street|San Francisco, CA  94133|2262 Mason Street|San Francisco, CA  94133|Phone: 415-684-8555||Email: david@habitathorticulture.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2020|Certification #CMD092016877||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2020, CSLB License # 983686|CN028||10|N|983686|Updated 9/11/2019
12291|HAMILTON & AITKEN ARCHITECTS|34223|Vendor Number 34223|Contact: Susan Aitken|Ms.|Susan|Aitken|525 Brannan Street, Suite 400|San Francisco, CA  94107|525 Brannan Street, Suite 400|San Francisco, CA  94107|Phone: 415/974-5030|Fax: 415/974-5033|Email: s.aitken@hamiltonaitken.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012112291|Architectural Design Services including programming, planning, design, documents, bid and construction administration|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021|AE019||10|N||Updated 9/11/2019
1000102|Hamilton & Dillon Electric, Inc.|||Contact: Bobby Hamilton|Mr.|Bobby|Hamilton|1128 Reno Avenue|Modesto, CA  95351|PO Box 581290|Modesto, CA  95358|Phone: 209-529-6292||Email: jdillon@hamdill.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 1/31/2021|Certification #CMD01211000102||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021, CSLB License # 787006|CN034||10|N|787006|Updated 9/11/2019
14134|HAMPTON SMITH|59758|Vendor Number 59758|Contact: Hampton Smith|Mr.|Hampton|Smith|33 Pearl Street, Apt. 2|San Francisco, CA  94103|33 Pearl Street, Apt. 2|San Francisco, CA  94103|Phone: 415/252-1319||Email: hamptonsmith@sbcglobal.net|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032014134|WRITING/EDITING SERVICES: grant writing, freelance and public agency report writing, and research assignments|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|PS007||10|N||Updated 9/11/2019
17267|Hanson & Fitch|499011|Vendor Number 499011|Contact: Todd Fitch|Mr.|Todd|Fitch|3458 Enterprise Avenue|Hayward, CA  94545|P.O. Box 175|Danville, CA  94526|Phone: 925-786-9313||Email: kari@hansonfitch.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 11/30/2019|Certification #CMD111917267||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|EQ020||10|N||Updated 9/11/2019
17267|Hanson & Fitch|499011|Vendor Number 499011|Contact: Todd Fitch|Mr.|Todd|Fitch|3458 Enterprise Avenue|Hayward, CA  94545|P.O. Box 175|Danville, CA  94526|Phone: 925-786-9313||Email: kari@hansonfitch.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 11/30/2019|Certification #CMD111917267||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|EQ130||10|N||Updated 9/11/2019
16979|HARRELL KANE STRUCTURAL ENGINEERS, INC|401247|Vendor Number 401247|Contact: David Kane|Mr.|David|Kane|847 Sansome Street, 3rd Floor|San Francisco, CA  94111|847 Sansome Street, 3rd Floor|San Francisco, CA  94111|Phone: 415-501-9000|Fax: 415-354-3499|Email: dkane@hk-se.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082216979||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|AE003||10|N||Updated 9/11/2019
16979|HARRELL KANE STRUCTURAL ENGINEERS, INC|401247|Vendor Number 401247|Contact: David Kane|Mr.|David|Kane|847 Sansome Street, 3rd Floor|San Francisco, CA  94111|847 Sansome Street, 3rd Floor|San Francisco, CA  94111|Phone: 415-501-9000|Fax: 415-354-3499|Email: dkane@hk-se.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082216979||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|AE004||10|N||Updated 9/11/2019
1000289|Harris Hoisting, Inc.|||Contact: Tana Harris|Ms.|Tana|Harris|275 5th Street|San Francisco, CA  94103|275 5th Street|San Francisco, CA  94103|Phone: 415-741-9239||Email: harrishoisting@yahoo.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|C|Expiration Date: 1/31/2020|Certification #CMD01201000289||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020, CSLB License # 1016980|CN072||10|N|1016980|Updated 9/11/2019
1000099|Harrison Thomas Group|||Contact: Isaac Chambers|Mr.|Isaac|Chambers|1161 Mission Street, #513|San Francisco, CA  94103|1161 Mission Street, #513|San Francisco, CA  94103|Phone: 818-749-0482||Email: Isaac.Chambers@harrisontgroup.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 12/31/2019|Certification #CMD12191000099||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2019|AE012||10|N||Updated 9/11/2019
1000099|Harrison Thomas Group|||Contact: Isaac Chambers|Mr.|Isaac|Chambers|1161 Mission Street, #513|San Francisco, CA  94103|1161 Mission Street, #513|San Francisco, CA  94103|Phone: 818-749-0482||Email: Isaac.Chambers@harrisontgroup.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 12/31/2019|Certification #CMD12191000099||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2019|PS028||10|N||Updated 9/11/2019
16445|HART WRIGHT ARCHITECTS, LLP|401271|Vendor Number 401271|Contact: Eliza Hart|Ms.|Eliza|Hart|340 Potrero Avenue|San Francisco, CA  94103|340 Potrero Avenue|San Francisco, CA  94103|Phone: 415/503-7071|Fax: 415/276-9041|Email: eliza@hartwrightarchitects.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2022|Certification #CMD092216445|ARCHITECTURAL DESIGN, URBAN AND REGIONAL PLANNING|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2022|AE019||10|N||Updated 9/11/2019
16445|HART WRIGHT ARCHITECTS, LLP|401271|Vendor Number 401271|Contact: Eliza Hart|Ms.|Eliza|Hart|340 Potrero Avenue|San Francisco, CA  94103|340 Potrero Avenue|San Francisco, CA  94103|Phone: 415/503-7071|Fax: 415/276-9041|Email: eliza@hartwrightarchitects.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2022|Certification #CMD092216445|ARCHITECTURAL DESIGN, URBAN AND REGIONAL PLANNING|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2022|PS009||10|N||Updated 9/11/2019
13260|HARTY PIPELINES INC|09004|Vendor Number 09004|Contact: Wendy J. Harty|Ms.|Wendy|Harty|4085 - 19th Avenue|San Francisco, CA  94132|4085 19th Avenue|San Francisco, CA  94132|Phone: 415/585-6023|Fax: 415/585-6436|Email: harpipe@aol.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2022|Certification #CMD032213260|General Engineering Contractor|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2022, CSLB License # 504985|CN032||10|Y|504985|Updated 9/11/2019
16413|HARWINDER SINGH DBA NABHA TRUCKING|401265|Vendor Number 401265||Mr.|Harwinder||1485 Bayshore Blvd 320R|San Francisco, CA  94124|1485 Bayshore Blvd Box 167|San Francisco, CA  94124|Phone: 408/600-6026|Fax: 408/246-3320|Email: hinda408@yahoo.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 10/31/2019|Certification #CMD101916413|2003 FRHT DS, 1994 PETER DS|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2019|CN005||10|N||Updated 9/11/2019
11618|HAWAII PACIFIC INTERNATIONAL|09032|Vendor Number 09032|Contact: Judith A. John|Ms.|Judith|John|25 Division Street, Suite 104, 105, 112|San Francisco, CA  94103|25 Division Street, Suite 104, 105, 112|San Francisco, CA  94103|Phone: 415/863-2001|Fax: 415/863-4560|Email: hawpac@aol.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111911618|Material Building suppliers for lumber, roofing, wallboard, insulation, tile, waterproofing, sheetmetal, etc. to general contractors, sub-contractors, and government agencies|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|EQ092||10|Y||Updated 9/11/2019
16834|HB+A ARCHITECTS|401299|Vendor Number 401299|Contact: Hafsa Burt|Ms.|Hafsa|Burt|100 Pine Street, Suite 1250|San Francisco, CA  94111|100 Pine Street, Suite 1250|San Francisco, CA  94111|Phone: 415/702-1609||Email: hburt@hbaarchitects.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2020|Certification #CMD042016834||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020|AE001||10|N||Updated 9/11/2019
16834|HB+A ARCHITECTS|401299|Vendor Number 401299|Contact: Hafsa Burt|Ms.|Hafsa|Burt|100 Pine Street, Suite 1250|San Francisco, CA  94111|100 Pine Street, Suite 1250|San Francisco, CA  94111|Phone: 415/702-1609||Email: hburt@hbaarchitects.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2020|Certification #CMD042016834||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020|AE008||10|N||Updated 9/11/2019
16834|HB+A ARCHITECTS|401299|Vendor Number 401299|Contact: Hafsa Burt|Ms.|Hafsa|Burt|100 Pine Street, Suite 1250|San Francisco, CA  94111|100 Pine Street, Suite 1250|San Francisco, CA  94111|Phone: 415/702-1609||Email: hburt@hbaarchitects.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2020|Certification #CMD042016834||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020|AE019||10|N||Updated 9/11/2019
